"study_alias","study_desc","nct_number"
I3Y-US-X013,A Phase II Clinical Trial of Neo-adjuvant Abemaciclib with Fulvestrant in patients who develop localized recurrence while on adjuvant endocrine therapy with molecular evidence of endocrine resistance,
I3Y-NS-O004,"An open-label, multi-center phase IB/II study of abemaciclib with paclitaxel for CDK4/6 pathway activated tumors",
I3Y-JE-O023,The prospective trial of patient-proposed healthcare services with multiple targeted agent based on the result of gene profiling by multigene panel test,
I3Y-US-I054,A phase 1/2 study of CB-103 (oral pan-NOTCH inhibitor) with Abemaciclib or Lenvatinib in Combination in patients with NOTCH activated Adenoid cystic carcinoma (CALCulus),
I3Y-US-I008,A pilot neoadjuvant biomarker study to test whether abemaciclib + AI + a checkpoint inhibitor can change immunologically cold hormone receptor positive breast cancer to immunologically hot tumors after 12 weeks of therapy.,
I3Y-JE-O010,A randomized Phase II study of Probiotics plus supportive care vs. supportive care plus Trimebutine maleate for Abemaciclib-induced diarrhea in patients with ER-positive and HER2-negative advanced breast cancer (MERMAID),
I3Y-NS-O017,"A RANDOMIZED, TWO-ARM, OPEN-LABEL, PHASE II STUDY OF ABEMACICLIB  COMBINED WITH ENDOCRINE THERAPY (LETROZOLE OR FULVESTRANT) WITH OR WITHOUT A SHORT COURSE OF INDUCTION CHEMOTHERAPY WITH PACLITAXEL AS FIRST-LINE THERAPY IN PATIENTS WITH UNRESECTABLE LOCALLY ADVANCED OR METASTATIC HR-POSITIVE/HER2-NEGATIVE BREAST CANCER WITH AGGRESSIVE DISEASE CRITERIA",
I3Y-US-X021,Phase I/II Study of CDK4/6 Inhibition with Abemaciclib to Upregulate PSMA Expression Prior to 177Lu-PSMA-617 Treatment in Patients with Metastatic Castrate Resistant Prostate Cancer (mCRPC) Previously Treated With Novel Hormonal Agents and Chemotherapy,
I3Y-NS-O031,"A multicenter uncontrolled, open label, prospective phase II study with bicalutamide (an antiandrogen) in combination with abemaciclib (an oral CDK 4/6 inhibitor) in 4 cohorts of locoregionally advanced inoperable or metastatic AR+ TNBC.",
I3Y-MC-E014,Multiorgan Metabolic imaging response assessment of Abemaciclib: the MiMe-A trial,
I3Y-NS-O008,Pilot ‘Window of Opportunity’ Neoadjuvant Study of Abemaciclib in Low-Estrogen Receptor (ER) positive/Human Epidermal Growth Factor Receptor 2 (HER2)-negative Early Breast Cancer (BC),
I3Y-US-I026,Multicenter open label phase Ib/II trial of abemaciclib and elacestrant in patients with brain metastasis due to HR+/Her2- breast cancer.,
I3Y-US-I021,A phase Ib of abemaciclib in combination with PT2977 in advanced clear cell renal cell carcinoma,
I3Y-US-X018,Phase II Study of Abemaciclib in Combination with Letrozole in Recurrent or Metastatic Endometrioid Endometrial Cancer,
I3Y-US-I009,Phase I/II Study of Abemaciclib +/- Ramucirumab in Metastatic Esophageal/Gastroesophageal Junction Carcinomas,
I3Y-US-I028,"Phase Ib study to investigate the safety and efficacy of CDK4/6 inhibitor, Abemaciclib combined with oral SERD, AMCENESTRANT in recurrent ER+ low grade endometrial or low grade serous ovarian cancers with prior therapy with aromatase inhibitors",
I3Y-MC-I043,A phase I study assessing safety and efficacy of giltertinib + abemaciclib for relapsed/refractory FLT3 mutant AML,
I3Y-NS-O013,Impact of abemaciclib on patients' roles and responsibilities (Impactor),
I3Y-NS-O018,Abemaciclib in patients with hormone receptor positive HER2 negative breast cancer with locally advanced or metastatic disease The Minerva trial - A phase IV Trial,
I3Y-NS-I047,"
An Open-Label, Multicenter, First-in-Human, Dose-Escalation and Dose-Expansion, Phase 1/2 Study of BBI-355 and BBI-355 in Combination with Select Targeted Therapies in Subjects with Locally Advanced or Metastatic Solid Tumors with Oncogene Amplifications
",
I3Y-US-I049,"Randomized, phase II trial of maintenance Letrozole/Abemaciclib after combination chemotherapy in patients with advanced or recurrent ER positive TP53-wildtype endometrial cancer (EC)",
I3Y-MC-E011,Abemaciclib in patients with head and neck squamous cell carcinoma,
I3Y-US-I004,MyDRUG: Myeloma-Developing Regimens Using Genomics (Genomics guided multi-arm trial of targeted agents alone or in combination with a backbone regimen),
I3Y-JE-O019,Liquid molecular analysis of CDK4/6 inhibitor re-challenge upon Progression to a Abemaciclib combination in ER-positive Metastatic Breast Cancer Patients,
I3Y-US-I035, A multi-center retrospective study to evaluate biomarkers and association with clinical outcomes with abemaciclib monotherapy following prior CDK4/6i progression among patients with Hormone Receptor positive (HR+)/HER2- metastatic breast cancer.  ,
I3Y-NS-I046,Abema + camizestrant in eBC or mBC,
I3Y-US-X015,"MONARCH-PRECISION PROGRAM: A Prospective, Randomized, Open Label, Phase II study of Abemaciclib combined with fulvestrant vs. abemaciclib in patients with molecularly defined subtypes of hormone-receptor positive (HR+), HER-2 negative metastatic breast cancer",
I3Y-MC-E003,Randomizedpre-surgical study to assess the effects of abemaciclib in early breast cancer patients,
I3Y-NS-I056,Abemaciclib + Endoxifen in recurrent ovarian & endometrial cancer,
I3Y-US-I031,"MULTICENTER RANDOMIZED PHASE II TRIAL OF FULVESTRANT PLUS ABEMACICLIB WITH OR WITHOUT RUN-IN OF FULVESTRANT IN ER-POSITIVE, HER2-NEGATIVE METASTATIC BREAST CANCER AFTER FAILURE OF A CDK4/6 INHIBITOR IN COMBINATION WITH AN AROMATASE INHIBITOR",
I3Y-GH-O029,Efficacy and tumor shrink pattern analysis of neoadjuvant Abemaciclib and aromatase inhibitor in HR+/HER2- breast cancer with a high Ki67 after 2 weeks preoperative endocrine therapy.,
I3Y-NS-I037,abemaciclib + giredestrant in ovarian cancer,
I3Y-MC-E001,"Abemaciclib (IND# 127912) in Children with Newly Diagnosed Diffuse Intrinsic Pontine Glioma, and in Children with Recurrent and Refractory Solid Tumors Including Malignant Brain Tumors",
I3Y-MC-E007,"A Phase II trial aiming to evaluate the clinical interest of ABEMACICLIB monotherapy in patients with locally advanced/metastatic head and neck cancer after failure of platinum and cetuximab or anti-EGFR-based therapy and harboring an homozygous deletion of CDKN2A, and/or an amplification of CCND1 and/or of CDK6 ",
I3Y-US-I005,A phase Ib study of abemaciclib and tucatinib for HER2+ metastatic breast cancer,
I3Y-US-I053,Phase 1B trial of CB-103 in combination with CDK 4/6 inhibition and endocrine therapy in endocrine-resistant metastatic breast cancer.,
I3Y-MC-E012,A phase II study of the CDK4/6 inhibitor abemaciclib in patients with solid tumors harboring genetic alterations in genes encoding D­type cyclins or amplification of CDK4 or CDK6,
I3Y-MC-E010,A Phase 2 Study of Abemaciclib in Patients with Recurrent Primary Brain Tumors,
I3Y-MC-E002,INdividualized Screening trial of Innovative Glioblastoma Therapy (INSIGhT),
I3Y-MC-E016,Abemaciclib followed by radical cystectomy in patients urothelial carcinoma,
I3Y-NS-O022,‘The Finnish National Study to Facilitate Patient Access to Targeted Anti-cancer Drugs to determine the Efficacy in Treatment of Advanced Cancers with a Known Molecular Profile’,
I3Y-JE-O024,Clinical utility of LINE-electronic patient reported outcomes for breast cancer patients treated with abemaciclib,
I3Y-US-I001,Phase II clinical trial of abemaciclib in combination with androgen deprivation therapy for locally advanced prostate cancer,
F3Z-IT-O086,Sapienza University Mortality and Morbidity Event Rate (SUMMER) Study in Diabetes,
J2T-NS-L001,Phase 2 Trial of Lebrikizumab for Keloids,
I3Y-US-X001,Combination abemaciclib and sunitinib in Renal Cell Carcinoma,
I3Y-US-I007,abemaciclib in gastroenteropancreatic neuroendocrine tumors (GEP NETs),
I3Y-SB-O001,"IIMPLEMENTING PATIENTS ́ COMPETENCE IN ORAL BREAST CANCER THERAPY
A randomized, controlled study of standardized patient coaching versus patient management according to local practice for patients with hormone receptor positive HER2 negative metastatic breast cancer treated with Abemaciclib",
I3Y-US-I015,PHASE II TRIAL OF SMO/AKT/NF2 INHIBITORS IN PROGRESSIVE MENINGIOMAS WITH SMO/AKT/NF2/CDKx/CCNx MUTATIONS,
I3Y-JE-O015,NESTED CASE CONTROL STUDY OF  ABEMACICLIB-INDUCED INTERSTITIAL LUNG DISEASE (NOSIDE),
I3Y-US-I032,"SARC041: Phase 3 Randomized Double-Blind Study of Abemaciclib versus Placebo in
Patients with Advanced Dedifferentiated Liposarcoma",
I3Y-NS-O016,The Drug Rediscovery Protocol (DRUP trial),
I3Y-NS-I038,A Phase 3 Study to Evaluate the Efficacy and Safety of Enobosarm in Combination with Abemaciclib (Enobosarm Combination Group) compared to Estrogen Blocking Agent (Control Treated Treatment Group) for the Second Line Treatment of ER+HER2- Metastatic Breast Cancer in Patients Who Have Shown Previous Disease Progression on an Estrogen Blocking Agent plus Palbociclib ,
I3Y-US-I023,A Phase 1 Study of Abemaciclib and Niraparib as Neoadjuvant Therapy in Hormone Receptor Positive (HR+) HER2 Negative (HER2-) Breast Cancer,
I3Y-US-X009,"Phase II Trial of Abemaciclib and T-DM1 in Women and Men with HER2-positive Advanced or Metastatic Breast Cancer Who Progressed on Treatment with a Taxane, Trastuzumab and Pertuzumab",
I3Y-NS-O009,"AMBRE Open-label, randomized, multicenter, phase III study, comparing standard chemotherapy to Endocrine Therapy   + Abemaciclib combination as initial metastatic treatment among patients with visceral metastasis of ER+ Her2- breast cancer, high burden disease",
I3Y-NS-I033,NCI CRADA - Master Portal record,
I3Y-NS-O006,Pre-Operative Endocrine Therapy for Individualised Care with Abemaciclib,
I3Y-NS-I044,":  An Open Label, Randomized, Multicenter Study Comparing the Efficacy and Safety of the Combination of Lasofoxifene and Abemaciclib to the Combination of Fulvestrant and Abemaciclib for the Treatment of Pre and Postmenopausal Women and Men With Locally Advanced or Metastatic ER+/HER2− Breast Cancer With an ESR1 Mutation",
I3Y-US-I010,Abemaciclib for the Rb indpendent inhibition of SNAIL1 and EMT in Surgically Resectable Chemotherapy Resistant TNBC,
I3Y-US-I050,Phase 1b/2 study of abemaciclib plus cabozantinib in IO-pretreated metastatic clear cell RCC,
,Clinical Trial (Underrepresented Populations),
I3Y-US-X011,Surgical Window of opportunity Study of Abemaciclib and Letrozole versus Letrozole for Endometrioid Adenocarcinoma of the Endometrium,
I3Y-JE-O011,Prospective Cohort Study of Abemaciclib for Chemotherapy-Treated Metastatic or Advanced Breast Cancer,
I3Y-JE-O014,Utilizing Tumor Immune Microenvironment and Gut Microbiome Signature to Identify Abemaciclib (LY2835219) Response Predictors and Factors Causing Diarrhea for Patients With ER+/HER2- Metastatic Breast Cancer,
I3Y-US-I018,"A randomized phase 2 study of abemaciclib, trastuzumab, and pembrolizumab in patients with advanced HER2+ breast cancer",
I3Y-NS-I040,Phase II – Endocrine therapy for male breast cancer,
I3Y-NS-O027,Abemaciclib and letrozole in estrogen receptor positive rare ovarian cancer,
I3Y-NS-O034,"Neo-AGILE: A phase II window-of-opportunity trial of giredestrant and abemaciclib in patients with hormone-receptors-positive (HR+), HER2-negative (HER2-) early breast cancer",
B5K-SB-O459,Fr1da Insulin INTERVENTION,
B5K-MC-IBDS,Epidemiology of diabetes intervention and complications:EDIC,
B5K-SB-O458,PRE-POINT-EARLY STUDY -PILOT STUDY USING ORAL INSULIN AT EARLY AGE FOR IMMUNE EFFICACY IN PRIMARY PREVENTION OF TYPE 1 DIABETES,
B5K-SB-O461,POInT - Primary Oral Insulin Trial Prevention of Diabetes Autoimmunity with Oral Insulin Therapy,
B5K-SB-O460,PINIT,
I4E-US-X030,A phase 2 trial of safety and efficacy of trastuzumab deruxtecan in combination with cetuximab in HER2-low metastatic colorectal cancer that has progressed on standard therapies,
I4E-US-X004,RTOG1016 Phase III Trial of Radiotherapy Plus Cetuximab versus Chemoradiotherapy in HPV-Associated Oropharynx Cancer,
I4E-MC-X025,"Open-label Phase 2 Study of VS-6766 (RAF/MEK Clamp) in Combination with Cetuximab in Patients with Unresectable, Anti-EGFR-Refractory Advanced Colorectal Cancer",
I4E-IE-W893,USOR 04-070 - Randomized phase II study of weekly irinotecan/carboplatin (ICb) with or without cetuximab  (Erbitux) in patients with metastatic breast cancer,
I3Y-US-I013,A Phase II Trial of Osimertinib and Abemaciclib with a Focus on Non-Small Cell Lung Cancer Patients with EGFR Activating Mutations with Osimertinib Resistance,
I4E-NS-I022,Ph /1b study for cetuximab + KRAS G12D inhibitor and/or RAS MULTI inhibitor in RAS mutant CRC and PDAC and KRAS G12D mutant CRC and PDAC,
I4E-MC-X026,Open-label Phase 1b Study of Ulixertinib and Cetuximab or Ulixertinib in Combination with Cetuximab and Encorafenib in Patients with Unresectable or Metastatic Colorectal Cancer who have previously received EGFR or BRAF-directed therapy,
I4E-US-I014,A phase Ib study of ALX148 in combination with cetuximab and pembrolizumab in patients with refractory microsatellite stable metastatic colorectal cancer,
I4X-US-I006,"A PHASE 1 STUDY OF OSIMERTINIB, CETUXIMAB, AND TUCATINIB IN ADVANCED EGFR-MUTANT NSCLC WITH ACQUIRED RESISTANCE TO OSIMERTINIB ",
I4E-US-X006,"S0819, A Randomized, Phase III Study Comparing Carboplatin/Paclitaxel or Carboplatin/Paclitaxel/Bevacizumab With or Without Concurrent Cetuximab In Patients With Advanced Non-Small Cell Lung Cancer (NSCLC)",
I4E-US-X013,Randomized Phase II Trial Contrasting Weekly PCC with   Cetuximba-TPF) in Previously Untreated Patients with Locally Advanced SCHHN-Correlative Biomarkers,
I4E-US-I010,A Phase II Trial of Cetuximab for Patients with EGFR-expressing Advanced or Metastatic Chordoma,
I4E-NS-I017,HERKULES-3:ERAS-007 (ERKI) IN COMBINATION WITH ENCORAFENIB + CETUXIMAB IN BRAF V600E COLORECTAL CANCER.,
I4E-US-X021,Randomized Phase II Trial of Radiotherapy with Concurrent Cisplatin +/- Concurrent Cetuximab for HPV-positive Oropharyngeal Squamous Cell Carcinoma (OPSCC) in KRAS-variant Patients,
I4E-NS-I021,Addition of a Cetuximab arm in the Strata PATH™ (Precision Indications for Approved Therapies) (Strata PATH) Ph 2 Trial,
I4E-US-I024,"Phase 1b First-in-Human Trial of Autologous HER3-primed Dendritic Cells Combined with Cetuximab Followed by Standard Chemotherapy for the Treatment of Early-Stage T1b-T3, N0 Triple Negative Breast Cancer",
I4E-US-I005,SWOG 1403  A Randomized Phase II/III Trial of Afatinib Plus Cetuximab Versus Afatinib Alone in Treatment-NaÃ¯ve Patients with Advanced EGFR Mutation Positive Non Small Cell Lung Cancer,
I4E-US-I012,"APK MUTANT: A Single Arm Phase II study of Cetuximab in Third Line for Mutant APC, TP53 and RAS patients with Refractory Metastatic Colorectal Cancer",
I4E-US-X028,Open-label Phase 1b Study of Ulixertinib and Cetuximab or Ulixertinib in Combination with Cetuximab and Encorafenib in Patients with Unresectable or Metastatic Colorectal Cancer who have previously received EGFR or BRAF-directed therapy ,
I4E-NS-I016,"Randomized Phase 2 Trial of Encorafenib and Cetuximab plus Pembrolizumab versus Pembrolizumab Alone in Participants with Previously Untreated BRAF V600E-mutant, MSI-H /dMMR mCRC.",
I4E-NS-I020,"Erbitux + SAR444881 (ILT blocking Ab) in 3L+, any RAS, CRC in Ph 1/2 trial",
I4E-NS-I025,Ph3 study evaluating cetuximab + toripalimab vs pembrolizumab in 1L R/M HNSCC,
I4E-US-X022,"A Single Arm Phase II study of 5-Flourouracil based combination chemotherapy with Cetuximab in Second Line for Mutant APC, TP53 and Wild-type Pan-RAS patients with Metastatic Colorectal Cancer",
I4E-NS-I015,NKTR-255 (IL2)+cetuximab,
I4E-US-X012,Utilization of Low Level Laser Therapy for Mitigation of Cetuximab and Radiation-Induced Dermatitis in Patients Receiving Definitive Therapy for SCHNC,
I4E-NS-I019,"An open-label, multi-center Phase 1/1b dose escalation and expansion study of ERAS-601 SHP2 inhibitor as a monotherapy and in combination with other anti-cancer therapies in patients with advanced or metastatic solid tumors (FLAGSHP-1)",
I4E-US-X024,A Phase 1b/2 Study of VS-6766 and Cetuximab in patients with advanced KRAS mutated colorectal cancer,
I4E-US-X020,Exploratory Correlative Studies to Evaluate Potential Biomarkers of Response to Cetuximab in Patients Enrolled in NCT01099358 and NCT01063075,
I4E-US-I011,Early Identification and Treatment of Occult Metastatic Disease in Stage III Colon Cancer,
I4E-US-X023,EGFR Inhibition in Advanced Refractory Colorectal Cancer with RAS Loss,
I4E-NS-I018,Ficlatuzumab and Cetuximab vs. Cetuximab in HPV- 2L/3L R/R HNSCC,
I4E-US-I009,RANDOMIZED TRIAL OF CONSOLIDATION TARGETED ADJUVANT THERAPY WITH ENCORAFENIB AND CETUXIMAB VERSUS USUAL CARE FOR PATIENTS WITH STAGE II/III BRAF V600E COLON CANCER,
I4E-US-X009,A Phase III study of postoperative radiation therapy (IMRT) +/- Cetuximab for locally advanced resected head and neck cancer,
